"alt_06.tif" "alt_07.tif" "alt_11.tif" "alt_12.tif" "alt_13.tif" "alt_15.tif" "alt_16.tif" "alt_17.tif" "alt_18.tif" "bio1_06.tif" "bio1_07.tif" "bio1_11.tif" "bio1_12.tif" "bio1_13.tif" "bio1_15.tif" "bio1_16.tif" "bio1_17.tif" "bio1_18.tif" "bio10_06.tif" "bio10_07.tif" "bio10_11.tif" "bio10_12.tif" "bio10_13.tif" "bio10_15.tif" "bio10_16.tif" "bio10_17.tif" "bio10_18.tif" "bio11_06.tif" "bio11_07.tif" "bio11_11.tif" "bio11_12.tif" "bio11_13.tif" "bio11_15.tif" "bio11_16.tif" "bio11_17.tif" "bio11_18.tif" "bio12_06.tif" "bio12_07.tif" "bio12_11.tif" "bio12_12.tif" "bio12_13.tif" "bio12_15.tif" "bio12_16.tif" "bio12_17.tif" "bio12_18.tif" "bio13_06.tif" "bio13_07.tif" "bio13_11.tif" "bio13_12.tif" "bio13_13.tif" "bio13_15.tif" "bio13_16.tif" "bio13_17.tif" "bio13_18.tif" "bio14_06.tif" "bio14_07.tif" "bio14_11.tif" "bio14_12.tif" "bio14_13.tif" "bio14_15.tif" "bio14_16.tif" "bio14_17.tif" "bio14_18.tif" "bio15_06.tif" "bio15_07.tif" "bio15_11.tif" "bio15_12.tif" "bio15_13.tif" "bio15_15.tif" "bio15_16.tif" "bio15_17.tif" "bio15_18.tif" "bio16_06.tif" "bio16_07.tif" "bio16_11.tif" "bio16_12.tif" "bio16_13.tif" "bio16_15.tif" "bio16_16.tif" "bio16_17.tif" "bio16_18.tif" "bio17_06.tif" "bio17_07.tif" "bio17_11.tif" "bio17_12.tif" "bio17_13.tif" "bio17_15.tif" "bio17_16.tif" "bio17_17.tif" "bio17_18.tif" "bio18_06.tif" "bio18_07.tif" "bio18_11.tif" "bio18_12.tif" "bio18_13.tif" "bio18_15.tif" "bio18_16.tif" "bio18_17.tif" "bio18_18.tif" "bio19_06.tif" "bio19_07.tif" "bio19_11.tif" "bio19_12.tif" "bio19_13.tif" "bio19_15.tif" "bio19_16.tif" "bio19_17.tif" "bio19_18.tif" "bio2_06.tif" "bio2_07.tif" "bio2_11.tif" "bio2_12.tif" "bio2_13.tif" "bio2_15.tif" "bio2_16.tif" "bio2_17.tif" "bio2_18.tif" "bio3_06.tif" "bio3_07.tif" "bio3_11.tif" "bio3_12.tif" "bio3_13.tif" "bio3_15.tif" "bio3_16.tif" "bio3_17.tif" "bio3_18.tif" "bio4_06.tif" "bio4_07.tif" "bio4_11.tif" "bio4_12.tif" "bio4_13.tif" "bio4_15.tif" "bio4_16.tif" "bio4_17.tif" "bio4_18.tif" "bio5_06.tif" "bio5_07.tif" "bio5_11.tif" "bio5_12.tif" "bio5_13.tif" "bio5_15.tif" "bio5_16.tif" "bio5_17.tif" "bio5_18.tif" "bio6_06.tif" "bio6_07.tif" "bio6_11.tif" "bio6_12.tif" "bio6_13.tif" "bio6_15.tif" "bio6_16.tif" "bio6_17.tif" "bio6_18.tif" "bio7_06.tif" "bio7_07.tif" "bio7_11.tif" "bio7_12.tif" "bio7_13.tif" "bio7_15.tif" "bio7_16.tif" "bio7_17.tif" "bio7_18.tif" "bio8_06.tif" "bio8_07.tif" "bio8_11.tif" "bio8_12.tif" "bio8_13.tif" "bio8_15.tif" "bio8_16.tif" "bio8_17.tif" "bio8_18.tif" "bio9_06.tif" "bio9_07.tif" "bio9_11.tif" "bio9_12.tif" "bio9_13.tif" "bio9_15.tif" "bio9_16.tif" "bio9_17.tif" "bio9_18.tif"
"695807137" NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 750 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6197 NA NA NA NA NA NA NA NA 222 NA NA NA NA NA NA NA NA -26 NA NA NA NA NA NA NA NA 248 NA NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA NA 37 NA NA
"695807138" NA NA NA NA NA NA 16 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 729 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6271 NA NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA NA -27 NA NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 38 NA NA
"695807139" NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 566 NA NA NA NA NA NA NA NA 70 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 186 NA NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA NA 186 NA NA NA NA NA NA NA NA 126 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 6931 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA -34 NA NA NA NA NA NA NA NA 272 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 41 NA NA
"695807140" NA NA NA NA NA NA 58 NA NA NA NA NA NA NA NA 92 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 8 NA NA NA NA NA NA NA NA 491 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 94 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 6609 NA NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA NA -23 NA NA NA NA NA NA NA NA 258 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 17 NA NA
"695807141" NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 808 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5841 NA NA NA NA NA NA NA NA 231 NA NA NA NA NA NA NA NA -5 NA NA NA NA NA NA NA NA 236 NA NA NA NA NA NA NA NA 160 NA NA NA NA NA NA NA NA 60 NA NA
"695807142" NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 835 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 240 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA 240 NA NA NA NA NA NA NA NA 202 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5795 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA -6 NA NA NA NA NA NA NA NA 233 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 57 NA NA
"695807143" NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 526 NA NA NA NA NA NA NA NA 70 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 186 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 186 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6349 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA -28 NA NA NA NA NA NA NA NA 255 NA NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA NA 6 NA NA
"695807144" NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 91 NA NA NA NA NA NA NA NA 173 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 486 NA NA NA NA NA NA NA NA 64 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 178 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 178 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6440 NA NA NA NA NA NA NA NA 233 NA NA NA NA NA NA NA NA -22 NA NA NA NA NA NA NA NA 255 NA NA NA NA NA NA NA NA 173 NA NA NA NA NA NA NA NA 17 NA NA
"695807145" NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 799 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 228 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA 192 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5857 NA NA NA NA NA NA NA NA 231 NA NA NA NA NA NA NA NA -6 NA NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA NA 160 NA NA NA NA NA NA NA NA 60 NA NA
"695807146" NA NA NA NA NA NA 98 NA NA NA NA NA NA NA NA 91 NA NA NA NA NA NA NA NA 176 NA NA NA NA NA NA NA NA 7 NA NA NA NA NA NA NA NA 503 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 91 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 95 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 6609 NA NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA NA -24 NA NA NA NA NA NA NA NA 259 NA NA NA NA NA NA NA NA 176 NA NA NA NA NA NA NA NA 16 NA NA
"695807147" NA NA NA NA NA NA 207 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA NA NA NA 616 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 112 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 122 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 6836 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA -36 NA NA NA NA NA NA NA NA 263 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA 5 NA NA
"695807148" NA NA NA NA NA NA 213 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA -2 NA NA NA NA NA NA NA NA 607 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 116 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 6747 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA -34 NA NA NA NA NA NA NA NA 261 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 7 NA NA
"695807149" NA NA NA NA NA NA 202 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA -6 NA NA NA NA NA NA NA NA 594 NA NA NA NA NA NA NA NA 73 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA 105 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 6892 NA NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA NA -38 NA NA NA NA NA NA NA NA 267 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA 4 NA NA
"695807150" NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA -6 NA NA NA NA NA NA NA NA 629 NA NA NA NA NA NA NA NA 72 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 212 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 212 NA NA NA NA NA NA NA NA 131 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 6874 NA NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA NA -40 NA NA NA NA NA NA NA NA 269 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 3 NA NA
"695807151" NA NA NA NA NA NA 160 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA NA 4 NA NA NA NA NA NA NA NA 494 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 182 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 182 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6409 NA NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA NA -31 NA NA NA NA NA NA NA NA 260 NA NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA NA 4 NA NA
"695807152" NA NA NA NA NA NA 116 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA 593 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 213 NA NA NA NA NA NA NA NA 103 NA NA NA NA NA NA NA NA 213 NA NA NA NA NA NA NA NA 110 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 6822 NA NA NA NA NA NA NA NA 234 NA NA NA NA NA NA NA NA -30 NA NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA NA 177 NA NA NA NA NA NA NA NA 11 NA NA
"695807153" NA NA NA NA NA NA 105 NA NA NA NA NA NA NA NA 99 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 802 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA NA 14 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA 167 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA 188 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5789 NA NA NA NA NA NA NA NA 227 NA NA NA NA NA NA NA NA -6 NA NA NA NA NA NA NA NA 233 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 57 NA NA
"695807154" NA NA NA NA NA NA 351 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA -3 NA NA NA NA NA NA NA NA 620 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 6322 NA NA NA NA NA NA NA NA 218 NA NA NA NA NA NA NA NA -39 NA NA NA NA NA NA NA NA 257 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA 4 NA NA
"695807155" NA NA NA NA NA NA 182 NA NA NA NA NA NA NA NA 98 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 865 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 58 NA NA NA NA NA NA NA NA 11 NA NA NA NA NA NA NA NA 249 NA NA NA NA NA NA NA NA 188 NA NA NA NA NA NA NA NA 249 NA NA NA NA NA NA NA NA 202 NA NA NA NA NA NA NA NA 74 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 5629 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA -2 NA NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA 55 NA NA
"695807156" NA NA NA NA NA NA 308 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA NA -6 NA NA NA NA NA NA NA NA 591 NA NA NA NA NA NA NA NA 70 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 204 NA NA NA NA NA NA NA NA 111 NA NA NA NA NA NA NA NA 204 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 6656 NA NA NA NA NA NA NA NA 223 NA NA NA NA NA NA NA NA -38 NA NA NA NA NA NA NA NA 261 NA NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA NA 3 NA NA
"695807157" NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 183 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 642 NA NA NA NA NA NA NA NA 73 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 205 NA NA NA NA NA NA NA NA 128 NA NA NA NA NA NA NA NA 205 NA NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 6449 NA NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA NA -16 NA NA NA NA NA NA NA NA 262 NA NA NA NA NA NA NA NA 183 NA NA NA NA NA NA NA NA 30 NA NA
"695807158" NA NA NA NA NA NA 326 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 3 NA NA NA NA NA NA NA NA 652 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 219 NA NA NA NA NA NA NA NA 129 NA NA NA NA NA NA NA NA 219 NA NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 6699 NA NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA NA -33 NA NA NA NA NA NA NA NA 272 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 14 NA NA
"695807159" NA NA NA NA NA NA 468 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA NA -8 NA NA NA NA NA NA NA NA 725 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 244 NA NA NA NA NA NA NA NA 144 NA NA NA NA NA NA NA NA 244 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6652 NA NA NA NA NA NA NA NA 224 NA NA NA NA NA NA NA NA -41 NA NA NA NA NA NA NA NA 265 NA NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA NA 5 NA NA
"695807160" NA NA NA NA NA NA 102 NA NA NA NA NA NA NA NA 104 NA NA NA NA NA NA NA NA 187 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 695 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6547 NA NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA NA NA NA 267 NA NA NA NA NA NA NA NA 187 NA NA NA NA NA NA NA NA 32 NA NA
"695807161" NA NA NA NA NA NA 121 NA NA NA NA NA NA NA NA 104 NA NA NA NA NA NA NA NA 187 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 722 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 45 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 224 NA NA NA NA NA NA NA NA 145 NA NA NA NA NA NA NA NA 224 NA NA NA NA NA NA NA NA 157 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6563 NA NA NA NA NA NA NA NA 253 NA NA NA NA NA NA NA NA -15 NA NA NA NA NA NA NA NA 268 NA NA NA NA NA NA NA NA 187 NA NA NA NA NA NA NA NA 32 NA NA
"695807162" NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 655 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA NA 113 NA NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 6365 NA NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA NA -24 NA NA NA NA NA NA NA NA 261 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 25 NA NA
"695807163" NA NA NA NA NA NA 228 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 661 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA NA 111 NA NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 6325 NA NA NA NA NA NA NA NA 233 NA NA NA NA NA NA NA NA -27 NA NA NA NA NA NA NA NA 260 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 23 NA NA
"695807164" NA NA NA NA NA NA 661 NA NA NA NA NA NA NA NA 72 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA -11 NA NA NA NA NA NA NA NA 816 NA NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 286 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 286 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6415 NA NA NA NA NA NA NA NA 213 NA NA NA NA NA NA NA NA -44 NA NA NA NA NA NA NA NA 257 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 0 NA NA
"695807165" NA NA NA NA NA NA 509 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 808 NA NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 282 NA NA NA NA NA NA NA NA 144 NA NA NA NA NA NA NA NA 282 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6449 NA NA NA NA NA NA NA NA 228 NA NA NA NA NA NA NA NA -36 NA NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 13 NA NA
"695807166" NA NA NA NA NA NA 517 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA -10 NA NA NA NA NA NA NA NA 923 NA NA NA NA NA NA NA NA 123 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 351 NA NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA NA 351 NA NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 6802 NA NA NA NA NA NA NA NA 228 NA NA NA NA NA NA NA NA -50 NA NA NA NA NA NA NA NA 278 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 3 NA NA
"695807167" NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA 3 NA NA NA NA NA NA NA NA 557 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 185 NA NA NA NA NA NA NA NA 104 NA NA NA NA NA NA NA NA 185 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 6570 NA NA NA NA NA NA NA NA 226 NA NA NA NA NA NA NA NA -27 NA NA NA NA NA NA NA NA 253 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA 36 NA NA
